,HOSPITAL NAME,LOCATION,NO. OF DOCTORS,NO. OF BEDS
764,GMR Hospital,"Mogappair West, Chennai",3.0,35.0
765,St Anthonys Hospital,"Puzhal, Chennai",13.0,
766,Apollo Medical Center,"Karapakkam, Chennai",3.0,100.0
767,Kasthuri Hospital,"Tambaram West, Chennai",5.0,
768,BB Hospital.,"Kolathur, Chennai",28.0,
769,Niranjana Hospital and Well Women Centre,"Villivakkam, Chennai",12.0,25.0
770,Vasan Eye Care Hospital,"Neelankarai, Chennai",5.0,10.0
771,Agada Hospital,"T Nagar, Chennai",7.0,35.0
772,Raj Nursing Home,"Mogappair East, Chennai",3.0,5.0
773,Venkataeswara Hospitals,"Nandanam, Chennai",9.0,130.0
774,K H Nursing Home,"Chromepet, Chennai",1.0,15.0
775,The Specialists Clinic And Hospital,"KK Nagar, Chennai",1.0,10.0
776,Dr K.K. Raja's Dental and Dentofacial Centre,"St Thomas Mount, Chennai",1.0,
777,Apollo Hospital - Sowcarpet,"Sowcarpet, Chennai",1.0,22.0
778,Chennai National Hospital,"Parrys, Chennai",3.0,120.0
779,Dr. Deva Multi Speciality Hospital,"Pattabiram, Chennai",2.0,10.0
780,VS Hospitals - Centre for Advanced Surgeries and Tertiary Care,"Kilpauk, Chennai",2.0,50.0
781,G K M Hospital,"Purasawakkam, Chennai",23.0,
782,Kings Hospital,"Kolathur, Chennai",2.0,40.0
783,CSI Rainy Hospital,"Washermenpet, Chennai",3.0,250.0
784,Nichani Hosptial,"Royapuram, Chennai",1.0,50.0
785,Dr. A. Ramachandran's Diabetes Hospitals,"Egmore, Chennai",1.0,
786,Visa Hospital - T Nagar,"T Nagar, Chennai",1.0,5.0
787,Sri Sai Sakthi Nursing Home,"MKB Nagar, Chennai",6.0,10.0
788,Rathna Nursing Home,"Triplicane, Chennai",1.0,15.0
789,Sri Sudharsanam Hospital,"Avadi, Chennai",1.0,
790,Ayanavaram Hospital,"Ayanavaram, Chennai",1.0,25.0
791,Nalamm Hospital PVT. Limited,"MKB Nagar, Chennai",6.0,25.0
792,K L Hospital,"Neelangarai, Chennai",2.0,30.0
793,Murugan Hospitals,"Kilpauk, Chennai",1.0,50.0
794,Mount Multispeciality Hospitals,"Adambakkam, Chennai",14.0,20.0
795,Vasan Eye Care Hospital,"Madipakkam, Chennai",3.0,10.0
796,Dr. Mohan's  Diabetes Specialities Centre,"Porur, Chennai",2.0,15.0
797,Dr. Mohan's Diabetic Specialities Centre,"OMR Road, Chennai",4.0,15.0
798,"MotherHood Hospital,TTK Road Alwarpet(Next to Levis Showroom)","Adyar, Chennai",1.0,
799,NM Fertility Centre and Hospital,"Madhavaram, Chennai",2.0,25.0
800,Mind Zone,"Adyar, Chennai",3.0,70.0
801,Dr. Mohan's Diabetic Specialities Centre,"Tambaram East, Chennai",2.0,
802,Dr.Agarwal's Eye Hospital - Avadi,"Avadi, Chennai",1.0,
803,Vasan Eye Care Hospital,"Chromepet, Chennai",4.0,10.0
804,Vasan Eye Care Hospital,"Mogappair West, Chennai",1.0,10.0
805,Shakthi Maternity Centre,"Ayanavaram, Chennai",2.0,4.0
806,VS Hospitals - Advanced Cancer Care,"Chetpet, Chennai",1.0,50.0
807,KKR ENT Super Speciality Hospital,"Maduravoyal, Chennai",1.0,5.0
808,St.Isabel's Hospital,"Mylapore, Chennai",1.0,
809,Vasan Eye Care Hospital - Anna Nagar,"Anna Nagar East, Chennai",1.0,10.0
810,SKS Pet Hospital,"Neelankarai, Chennai",1.0,2.0
811,People's Nursing Home,"Aminjikarai, Chennai",3.0,10.0
812,ARC International Fertility And Research Centre,"Perungudi, Chennai",3.0,100.0
813,Speed Hospitals - Speed Institute of Orthopaedics and Trauma.,"Arumbakkam, Chennai",5.0,
814,Karunya Hospital,"Medavakkam, Chennai",1.0,1.0
815,Rakki Hospital,"Ambattur, Chennai",1.0,
816,Life Care Hospital,"Pudupet, Chennai",5.0,25.0
817,Vasan Eye Care Hospital,"Alwarpet, Chennai",3.0,10.0
818,Vasantha Multi Speciality Hospital,"Thiruvottiyur, Chennai",2.0,30.0
819,E.G.Hospital,"Choolai, Chennai",3.0,2.0
820,New Life Fertility & IVF Centre,"Nanganallur, Chennai",7.0,5.0
821,M.N.Eye Hospital,"Tondiarpet, Chennai",6.0,20.0
822,Medway Hospital,"Adyar, Chennai",1.0,10.0
823,RR Dental Hospital,"Vadapalani, Chennai",2.0,5.0
824,Vasan Eye Care Hospital,"Valasaravakkam, Chennai",1.0,10.0
825,Admert Hospital Pvt Ltd,"Aminjikarai, Chennai",1.0,
826,Dental Life Hospital,"Saidapet, Chennai",3.0,
827,Malar Eye Care,"Adyar, Chennai",12.0,1.0
828,Vasan Eye Care Hospital - Vadapalani,"Vadapalani, Chennai",1.0,10.0
829,Vasan Eye Care Hospital,"Perambur, Chennai",2.0,10.0
830,BP Jain Hospital,"Pammal, Chennai",3.0,
831,Vasan Eye Care Hospital - Triplicane,"Triplicane, Chennai",1.0,10.0
832,St Antony's hospital,"Madhavaram, Chennai",1.0,
833,Jeyam Hospital,"Poonamalle, Chennai",13.0,
834,Ridley Eye Hospital,"Porur, Chennai",1.0,
835,"Department of Prosthodontics, SBDCH","Pallikaranai, Chennai",1.0,
836,Manam Dental Hospitals,"Maduravoyal, Chennai",6.0,
837,Pranav Eye Care Hospital,"Mogappair West, Chennai",6.0,
838,Ganga Hospital,"Washermenpet, Chennai",1.0,
839,M.N. Eye Hospital,"Tondiarpet, Chennai",1.0,
840,Vasan Eye Care Hospital,"Kilpauk, Chennai",29.0,10.0
841,Vasan Eye Care Hospital,"Washermenpet, Chennai",1.0,10.0
842,Villivakkam Health Centre,"Villivakkam, Chennai",2.0,5.0
843,Care Dental Hospital,"Villivakkam, Chennai",2.0,
844,Vaigai ENT,"Washermenpet, Chennai",1.0,1.0
845,RM Noble Hospital,"Thiruvanmiyur, Chennai",10.0,
846,Crescent Hospital,"Royapettah, Chennai",1.0,
847,An - Noor Eye Hospital,"Egmore, Chennai",1.0,
848,Aalayaa Hospital,"Vadapalani, Chennai",1.0,2.0
849,Madha Clinic,"Triplicane, Chennai",1.0,75.0
850,Amma Hospital,"Nungambakkam, Chennai",1.0,30.0
851,An - Noor Eye Hospital,"Periyamet, Chennai",3.0,5.0
852,Dr. Arumugam @ BR Hospitals,"KK Nagar, Chennai",1.0,
853,Vasantha Hospital,"Washermenpet, Chennai",1.0,30.0
854,Hande Hospital,"Shenoy Nagar, Chennai",1.0,
855,SKS Veterinary Hospital,"Abhiramapuram, Chennai",1.0,2.0
856,Vasan Eye Care Hospital,"Tiruvottiyur, Chennai",1.0,10.0
857,Robin Hospital,"Anna Nagar, Chennai",1.0,
858,Saraswati Hospital,"Thiruvottiyur, Chennai",1.0,7.0
859,HCG Hospital,"Mylapore, Chennai",1.0,50.0
860,Sri Bala Nursing Home,"Perambur, Chennai",4.0,
861,J.K.Hospital,"Porur, Chennai",3.0,
862,S.S.Eye Hospital.,"Mannady, Chennai",1.0,10.0
863,V Care Hospital,"Pallikaranai, Chennai",1.0,10.0
864,Dr. Rai Memorial Medical Centre,"Teynampet, Chennai",1.0,
865,Miracle Advanced Reproductive Centre,"Kilpauk, Chennai",1.0,5.0
866,Womens Center,"T Nagar, Chennai",1.0,
867,Dhanwanthralaya Ayurveda Speciality Hospital,"Tambaram West, Chennai",1.0,
868,Vee Care Dental,"Kottivakkam, Chennai",1.0,20.0
869,S.R Hospitals,"Ashok Nagar, Chennai",1.0,20.0
870,Krishnakripa Ayurvedic Speciality Hospital,"Porur, Chennai",2.0,
871,Apollo Cradle Women's Hospital,"Thousand Lights, Chennai",1.0,50.0
872,Dr. Kapil Mathur's Vascular Surgery Centre,"Perungudi, Chennai",1.0,
873,Roots Dental Hospital,"Avadi, Chennai",4.0,
874,Vasan Eye Care Hospital - Madhavaram,"Madhavaram, Chennai",1.0,10.0
875,Sundar Eye Hospital,"Anna Nagar, Chennai",1.0,20.0
876,Nalam Ayurveda Hospital,"Aminjikarai, Chennai",4.0,10.0
877,Koncept Hospitals,"Kodambakkam, Chennai",1.0,5.0
878,Dr. Mohan’s Diabetes Specialities Centre,"Avadi, Chennai",1.0,
879,Mohans Diabetes Hospital,"Anna Nagar, Chennai",5.0,
880,MU. VA Hospital,"Shenoy Nagar, Chennai",1.0,
881,INSRI SIDDHA HOSPITAL,"Madipakkam, Chennai",1.0,
882,Hande Hospital,"Shenoy Nagar, Chennai",1.0,
883,Bethesda Hospital,"Tambaram, Chennai",1.0,
884,M.V. Centre For Diabetes,"Velachery, Chennai",1.0,2.0
885,Vijaya Hospital & Heart Foundation,"Arcot Road, Chennai",1.0,
886,White Care Dental Hospital,"Adambakkam, Chennai",1.0,
887,Rajan Eye Care Hospital,"Adyar, Chennai",1.0,2.0
888,Ayush Hospital,"Thiruvottiyur, Chennai",1.0,
889,Lalitha Nursing Home,"Alwarthirunagar, Chennai",2.0,4.0
890,Sakthi Hospital,"Royapuram, Chennai",1.0,5.0
891,Padhuvai Hospital,"Madipakkam, Chennai",1.0,10.0
892,Tamil Nadu Government Multi Super Speciality Hospital,"Mount Road, Chennai",1.0,
893,New Hope Hospital,"Kilpauk, Chennai",1.0,
894,Centre For Liver Disease and Transplantation,"Greams Road, Chennai",1.0,
895,Ramani Hospital,"Ashok Nagar, Chennai",1.0,7.0
896,Dental Life Hospital - Velachery,"Velachery, Chennai",1.0,
897,Sindhu Mission Hospital,"Tambaram, Chennai",95.0,
898,Chamiers Day Care,"Nandanam, Chennai",264.0,
899,P.K.Child Care Hospital,"Porur, Chennai",89.0,3.0
900,Kalpana Hospital,"Velachery, Chennai",25.0,1.0
901,Nila Hospital,"Ambattur, Chennai",19.0,
902,Swaram Hospital,"Thiruvanmiyur, Chennai",120.0,
903,Gremaltes Hospital,"Aminjikarai, Chennai",260.0,
904,Rehoboth hospital,"Pattabiram, Chennai",97.0,
905,Be Well Hospitals Pvt. Ltd.,"Kilpauk, Chennai",26.0,
906,AVS Hospital,"Pallikaranai, Chennai",20.0,6.0
907,Vadapalani Hospital,"Vadapalani, Chennai",93.0,5.0
908,Choolai 24hrs Hospital,"Choolai, Chennai",50.0,35.0
909,Sri Esodha Children's hospital,"Ayanavaram, Chennai",101.0,15.0
910,MN Eye hospital,"Kilpauk, Chennai",14.0,
911,"Visa Hospital, OMR","OMR Road, Chennai",7.0,
912,Sri Sai K R S Hospital,"Ashok Nagar, Chennai",1.0,10.0
913,Rishik Ortho Speciality Hospital,"Tambaram, Chennai",66.0,
914,Aishwariya Hospital,"Kolathur, Chennai",21.0,
915,Max Multi Speciality Centre - Panchsheel Park,"Panchsheel Park, Delhi",5.0,10.0
916,Sir Ganga Ram Hospital,"Old Rajendra Nagar, Delhi",18.0,654.0
917,Fortis Hospital,"Vasant Kunj, Delhi",11.0,200.0
918,Adiva Hospital,"Green Park, Delhi",21.0,15.0
919,Malik Radix Health Care,"Nirman Vihar, Delhi",76.0,50.0
920,Blk Super Speciality Hospital,"Pusa Road, Delhi",6.0,650.0
921,Max Super Speciality Hospital,"Saket, Delhi",2.0,250.0
922,Max Smart Super Speciality Hospital,"Saket, Delhi",51.0,500.0
923,Fortis C-DOC Hospital,"Nehru Place, Delhi",13.0,25.0
924,Vimhans PrimaMed Super Speciality Hospital,"Nehru Nagar, Delhi",2.0,90.0
925,St Stephens Hospital,"Tis Hazari, Delhi",8.0,600.0
926,Fortis Hospital,"Shalimar Bagh, Delhi",3.0,282.0
927,Max Hospital,"Pitampura, Delhi",5.0,120.0
928,Dr. Shroff's Charity Eye Hospital,"Darya Ganj, Delhi",35.0,56.0
929,Aastha Hospital & IVF Centre,"Vikas Puri, Delhi",6.0,20.0
930,Dr. Leena N Sreedhar Consultation Chamber,"Moti Nagar, Delhi",34.0,60.0
931,Mata Chanan Devi Hospital,"Janak Puri, Delhi",12.0,210.0
932,Shroff Eye Centre - Kailash Colony,"Kailash Colony, Delhi",89.0,
933,Jeewan Mala Hospital,"Karol Bagh, Delhi",28.0,75.0
934,Irene Hospital,"Kalkaji, Delhi",16.0,55.0
935,Sant Parmanand Hospital,"Civil Lines, Delhi",25.0,153.0
936,Dharamshila Hospital,"Vasundhra Enclave, Delhi",33.0,250.0
937,Saroj Hospital,"Rohini, Delhi",10.0,
938,Aarogya Hospital,"Chitra Vihar, Delhi",73.0,30.0
939,Shanti Mukand Hospital,"Vikas Nagar, Delhi",8.0,70.0
940,Jaipur Golden Hospital,"Rohini, Delhi",5.0,250.0
941,Delhi ENT Multispeciality Hospital And Resarch Centre,"Jasola, Delhi",4.0,
942,CM Patel Hospital,"Shahdara, Delhi",135.0,25.0
943,Cygnus Orthocare Hospital,"Safdarjung Development Area, Delhi",3.0,80.0
944,Orchid Hospital & Heart Centre,"Janak Puri, Delhi",12.0,50.0
945,Balhara's Le Cure Hospital,"Neb Sarai, Delhi",1.0,
946,Sitaram Bhartia Institute Of Science & Research,"Qutab Institutional Area, Delhi",10.0,70.0
947,Neptune Hospital ,"Malviya Nagar, Delhi",17.0,18.0
948,Aakash Hospital,"Malviya Nagar, Delhi",7.0,50.0
949,Apex Hospital,"Naraina Vihar, Delhi",1.0,25.0
950,Moolchand Hospital,"Lajpat Nagar, Delhi",32.0,50.0
951,Tirath Ram Shah Hospital,"Civil Lines, Delhi",13.0,200.0
952,Lok Clinic And Hospital,"Janak Puri, Delhi",10.0,
953,Metro Hospital and Cancer Institute,"Preet Vihar, Delhi",10.0,155.0
954,Rockland Hospital,"Dwarka, Delhi",6.0,100.0
955,Gouri Hospital,"Kamla Nagar, Delhi",32.0,25.0
956,Sanjeevan Hospital,"Darya Ganj, Delhi",29.0,100.0
957,Pentamed Hospital,"Model Town, Delhi",8.0,30.0
958,Westend Hospital ,"Tilak Nagar, Delhi",30.0,
959,Orthopaedic Excellence Group Available at Fortis Hospital,"Vasant Kunj, Delhi",15.0,150.0
960,Max Superspeciality Hospital,"Shalimar Bagh, Delhi",2.0,300.0
961,Bhatia Global Hospital & Endosurgery Institute,"Paschim Vihar, Delhi",2.0,50.0
962,Orthoplus Hospital,"Najafgarh, Delhi",9.0,
963,Olmec Plastic Surgery & Hair Transplant Hospital,"Pitampura, Delhi",7.0,7.0
964,Metro Hospitals & Heart Institute,"Lajpat Nagar, Delhi",1.0,50.0
965,Mohinder Hospital,"Green Park, Delhi",11.0,
966,Amar Leela Hospital Pvt. Ltd,"Janak Puri, Delhi",5.0,43.0
967,Centre For Sexual & Mental Health,"Greater Kailash Part 2, Delhi",9.0,20.0
968,Indraprastha Apollo Hospitals,"Sarita Vihar, Delhi",9.0,100.0
969,NKS Super Speciality Hospital,"Gulabi Bagh, Delhi",7.0,102.0
970,Bali Nursing Home,"Karol Bagh, Delhi",1.0,
971,Panchsheel Hospital,"Yamuna Vihar, Delhi",11.0,50.0
972,Durga Hospital Pvt. Ltd,"Mukherjee Nagar, Delhi",44.0,
973,Apex Citi Hospital ,"IP Extension, Delhi",22.0,
974,Bhagat Hospital,"Janak Puri, Delhi",16.0,35.0
975,Makkar Medical Centre,"Nirman Vihar, Delhi",16.0,10.0
976,Goyal Hospital & Urology Centre,"Krishna Nagar, Delhi",4.0,80.0
977,Jeevan Anmol Hospital,"Mayur Vihar Ph-I, Delhi",8.0,100.0
978,K. R. Hospital,"Chattarpur, Delhi",34.0,
979,Adiva Super-Speciality Care,"Green Park, Delhi",8.0,50.0
980,Jeevan Jyoti Hospital - Uttam Nagar,"Uttam Nagar, Delhi",52.0,
981,K.K.Hospital,"Peeragarhi, Delhi",1.0,
982,Seva Dham Plus Hospital,"Hazrat Nizamuddin, Delhi",45.0,
983,Sankhwar Hospital,"Kondli, Delhi",36.0,100.0
984,Sir Ganga Ram Kolmet Hospital,"Old Rajendra Nagar, Delhi",22.0,40.0
985,Gupta Mulitispeciality Hospital,"Vivek Vihar, Delhi",7.0,50.0
986,Daya Memorial Hospital,"Munirka, Delhi",13.0,
987,Arcus Superspeciality Medicentre,"Dwarka, Delhi",3.0,
988,Surya Hospital - Krishna Nagar,"Krishna Nagar, Delhi",5.0,50.0
989,Sunder Lal Jain Hospital,"Ashok Vihar, Delhi",4.0,10.0
990,Max Super Speciality Hospital,"Patparganj, Delhi",1.0,50.0
991,Vardaan Hospital,"Malviya Nagar, Delhi",7.0,
992,Centre for Sight - Safdarjung Enclave,"Safdarjung Enclave, Delhi",10.0,
993,RLKC Hospital & Metro Heart Institute,"Pandav Nagar, Delhi",1.0,102.0
994,R G Stone Urology & Laparoscopy Hospital,"Rajouri Garden, Delhi",2.0,15.0
995,Mohan eye institute,"Karol Bagh, Delhi",15.0,
996,Vinayak Hospital,"Model Town, Delhi",4.0,
997,Lotus Hospital ,"Hari Nagar, Delhi",6.0,
998,Fortis Escorts,"Okhla, Delhi",3.0,310.0
999,Bimla Devi Hospital,"Mayur Vihar Ph-II, Delhi",27.0,20.0
1000,Fortis La Femme,"Greater Kailash Part 2, Delhi",14.0,38.0
1001,Venkateshwar Hospital,"Dwarka, Delhi",3.0,325.0
1002,Mata Roop Rani Maggo Hospital,"Uttam Nagar, Delhi",11.0,40.0
1003,Bharti Eye Foundation,"Patel Nagar, Delhi",26.0,
1004,Brahm Shakti Hospital & Research Centre,"Rohini, Delhi",27.0,100.0
1005,Ashoka Nursing Home & Multispeciality Hospital,"Krishna Nagar, Delhi",9.0,100.0
1006,Bensups Hospital,"Dwarka, Delhi",2.0,
1007,Artemis Hospitals,"Dwarka, Delhi",8.0,50.0
1008,Indraprastha Apollo Hospital,"Jasola, Delhi",9.0,10.0
1009,Bharti Eye Hospital,"Greater Kailash Part 1, Delhi",12.0,10.0
1010,Psycare,"Jasola, Delhi",3.0,30.0
1011,Shyam Hospital,"Delhi, Delhi",1.0,25.0
1012,Sushma Jindal Hospital,"Dilshad Garden, Delhi",14.0,
1013,Shri Jiyalal Hospital,"Peeragarhi, Delhi",5.0,
1014,Sunrise Hospitals,"East Of Kailash, Delhi",13.0,250.0
1015,Centre for Sight - Preet Vihar,"Preet Vihar, Delhi",4.0,
1016,Avantika Hospital,"Rohini, Delhi",6.0,8.0
1017,MGS Super Speciality Hospital,"Punjabi Bagh, Delhi",2.0,100.0
1018,Fortis Aashlok Hospital,"Safdarjung Enclave, Delhi",19.0,30.0
1019,Central Hospital,"Ganesh Nagar, Delhi",2.0,25.0
1020,Arya Hospital ,"Janak Puri, Delhi",2.0,
1021,Ayushman Hospital ,"Dwarka, Delhi",35.0,
1022,Sama Hospital,"August Kranti Marg, Delhi",8.0,31.0
1023,Chikitsa Hospital,"Saket, Delhi",58.0,50.0
1024,Delhi E.N.T. Multi- Speciality Hospital,"Jasola, Delhi",3.0,10.0
1025,A-One Hospital,"Paschim Vihar, Delhi",6.0,20.0
1026,Kukreja Hospital,"Mayur Vihar Ph-I, Delhi",9.0,25.0
1027,Jeewan Hospital Gate No. 1,"New Friends Colony, Delhi",8.0,100.0
1028,"Max Super Speciality Hospital, Saket","Saket, Delhi",6.0,
1029,Bapu Nature Cure Hospital & Yogashram,"Mayur Vihar Ph-I, Delhi",13.0,40.0
1030,Faraz Hospital,"Okhla, Delhi",2.0,
1031,Vaatsalya Multispeciality Clinic,"Malviya Nagar, Delhi",6.0,
1032,Shroff Eye Centre,"Connaught Place, Delhi",3.0,
1033,SHUBHAM HOSPITAL,"Kalkaji, Delhi",8.0,20.0
1034,Pushpanjali Medical Centre,"Anand Vihar, Delhi",14.0,45.0
1035,Parnami Orthopaedic Hospital,"Azadpur, Delhi",3.0,2.0
1036,Divya Prastha Hospital,"Palam Colony, Delhi",8.0,55.0
1037,Navjeevan Hospital - Pitampura,"Pitampura, Delhi",2.0,25.0
1038,Family Hospital Pvt. Ltd.,"Tilak Nagar, Delhi",7.0,3.0
1039,Rockland Hospital,"Qutab Institutional Area, Delhi",1.0,301.0
1040,Eye7 Chaudhary Eye Centre,"Darya Ganj, Delhi",1.0,20.0
1041,Batra Hospital & Medical Research Centre,"Tuglakabad, Delhi",1.0,495.0
1042,Khanna Hospital,"Janak Puri, Delhi",22.0,38.0
1043,All India Institute Of Medical Sciences,"Ansari Nagar, Delhi",6.0,5.0
1044,Sawan Neelu Angels Nursing Home,"Saket, Delhi",3.0,25.0
1045,Sunrise Hospital - Rohini,"Rohini, Delhi",25.0,
1046,Dharampal Memorial Hospital,"Loni, Delhi",4.0,
1047,Swastik Medical Center,"Anand Vihar, Delhi",10.0,13.0
1048,Kanta Sethi Hospital,"Rohini, Delhi",7.0,
1049,Get Well Hospital ,"Shalimar Bagh, Delhi",1.0,
1050,Perfect Tyagi Hospital,"Dilshad Garden, Delhi",2.0,
1051,Nijhara Hospital ,"Patel Nagar South, Delhi",1.0,
1052,Sukhmani Hospital,"Safdarjung Enclave, Delhi",1.0,30.0
1053,Dr Chaudhry's Moral Hospital Pvt.Ltd,"Yamuna Vihar, Delhi",1.0,12.0
1054,Aakash Medical Centre,"Malviya Nagar, Delhi",2.0,
1055,Ram Lal Kundan Lal Orthopedic Hospital,"Patparganj, Delhi",3.0,
1056,Vikas Hospital PVT LTD,"Najafgarh, Delhi",4.0,
1057,Banarasi Das Chandiwal Institute Of Medical Sciences,"Kalkaji, Delhi",4.0,30.0
1058,Chandar Leela Hospital,"Uttam Nagar, Delhi",2.0,15.0
1059,B T Hospital,"Mukherjee Nagar, Delhi",5.0,2.0
1060,Indraprastha Apollo Hospital,"Sarita Vihar, Delhi",1.0,
1061,Santom Hospital,"Rohini, Delhi",12.0,105.0
1062,Jeevan Jyoti Hospital,"New Rajendra Nagar, Delhi",2.0,
1063,Veena Nursing Home,"Rohini, Delhi",2.0,6.0
1064,Satya Bhama Hospital,"Nangloi, Delhi",1.0,55.0
1065,Shri Ram Singh Hospital & Heart Institute,"Krishna Nagar, Delhi",11.0,104.0
1066,Cygnus MLS Superspecility Hospital,"Ram Vihar, Delhi",1.0,51.0
1067,Dr B D Attam Hospital,"Ashok Vihar Phase 2, Delhi",1.0,
1068,Sanchet Hospital ,"Paschim Vihar, Delhi",1.0,20.0
1069,Behl Hospital ,"Naraina Vihar, Delhi",19.0,15.0
1070,Agarwal Nursing Home,"Tri Nagar, Delhi",1.0,10.0
1071,Rashmi Medical Centre,"Delhi, Delhi",1.0,
1072,Paul Nursing Home & Child Care Center,"Hari Nagar, Delhi",2.0,8.0
1073,Dr Bharti Nursing Home,"Delhi, Delhi",1.0,4.0
1074,Vibhu Nursing Home,"Malviya Nagar, Delhi",13.0,7.0
1075,Visitech Eye Centre,"South Extension 2, Delhi",8.0,10.0
1076,RG Stone Urology & Laparoscopy Hospital,"Greater Kailash, Delhi",33.0,55.0
1077,Jain Muni Roshan Lal Charitable Hospital,"Tri Nagar, Delhi",2.0,25.0
1078,Viola Hospital ,"Okhla, Delhi",47.0,15.0
1079,Sparsh Hospital,"Delhi, Delhi",7.0,2.0
1080,Institute Of Liver And Biliary Sciences,"Vasant Kunj, Delhi",2.0,
1081,Jeevan Jyoti Hospital,"Okhla, Delhi",7.0,5.0
1082,Ayushman Hospital,"Dwarka, Delhi",7.0,
1083,Shanti Dentals,"Rohini, Delhi",8.0,
1084,Bhagwan Mahavir Hospital,"Rohini, Delhi",1.0,
1085,Param Tej Sehra Medical Centre,"Punjabi Bagh, Delhi",24.0,5.0
1086,Patel Hospital,"Laxmi Nagar, Delhi",20.0,25.0
1087,Gambhir Hospital,"Rajouri Garden, Delhi",4.0,20.0
1088,"Apollo Spectra Hospital,Kailash Colony","East Of Kailash, Delhi",1.0,16.0
1089,Delhi Heart Hospital,"Delhi, Delhi",2.0,
1090,Max Smart Superspeciality Hospital,"Saket, Delhi",9.0,
1091,New Rohini Hospital,"Rohini, Delhi",2.0,8.0
1092,Muni Maya Ram Jain Hospital,"Pitampura, Delhi",6.0,50.0
1093,Smt Sucheta Kriplani Hospital,"Connaught Place, Delhi",8.0,
1094,Shree Jeewan Hospital,"Karol Bagh, Delhi",1.0,52.0
1095,Apollo Spectra Hospitals,"Karol Bagh, Delhi",1.0,25.0
1096,Shradha Multispeciality Hospital,"Narela, Delhi",16.0,20.0
1097,Pushpawati Singhania Research Institute (PSRI Hospital),"Sheikh Sarai, Delhi",5.0,100.0
1098,Tarak Hospital,"Dwarka, Delhi",2.0,75.0
1099,M M Eyetech Institute,"Lajpat Nagar, Delhi",2.0,10.0
1100,Kosmos Superspeciality Hospital,"Anand Vihar, Delhi",2.0,50.0
1101,Sukhda Hospital,"Greater Kailash Part 1, Delhi",1.0,25.0
1102,Tomar Medical Centre,"Janak Puri, Delhi",2.0,18.0
1103,Vision Eye Hospital,"Rohini, Delhi",8.0,2.0
1104,Delhi Heart And Lung Institute,"Mandir Marg, Delhi",10.0,100.0
1105,Blk Super Speciality Hospital,"Rajendra Nagar, Delhi",1.0,650.0
1106,SCI International Hospital,"Greater Kailash Part 1, Delhi",6.0,49.0
1107,Zed Dental Hospital,"Punjabi Bagh, Delhi",5.0,5.0
1108,Healers at Home - Laxmi Nagar,"Laxmi Nagar, Delhi",1.0,
1109,Triton Hospital,"Nehru Place, Delhi",2.0,22.0
1110,Bajaj Medical Centre,"Paschim Vihar, Delhi",9.0,10.0
1111,Centre for Sight - Rajouri Garden,"Rajouri Garden, Delhi",2.0,4.0
1112,Sheikh Sarai Medical Centre,"Sheikh Sarai, Delhi",1.0,
1113,Bansal Global Hospital,"Jahangirpuri, Delhi",1.0,
1114,Mehta Urology Hospital,"Saket, Delhi",7.0,
1115,IBS Hospital,"Lajpat Nagar, Delhi",3.0,50.0
1116,Swasthik Hospital,"Tilak Nagar, Delhi",1.0,20.0
1117,Dr. Bajaj'S Eye Hospital Pvt Ltd,"Shahdara, Delhi",6.0,
1118,Kesar Hospital,"Shalimar Bagh, Delhi",3.0,20.0
1119,Samyak Hospital,"Shalimar Bagh, Delhi",1.0,
1120,CP Vet Hospital,"Delhi, Delhi",1.0,2.0
1121,Pavan Nursing Home,"Laxmi Nagar, Delhi",1.0,20.0
1122,National Hospital ,"Sangam Vihar, Delhi",1.0,
1123,Cygnus Sonia Hospital,"Nangloi, Delhi",1.0,70.0
1124,Dr Gopika's Centre For Young Smiles,"Greater Kailash Part 1, Delhi",1.0,
1125,HCG SMH Curie Cancer Centre,"Karkardooma, Delhi",2.0,15.0
1126,RG Stone Urology And Laparoscopy Hospital,"Karkardooma, Delhi",1.0,30.0
1127,S. D. Hospital,"Delhi, Delhi",9.0,5.0
1128,Dr. Arvind Bountra's Clinic,"Malviya Nagar, Delhi",2.0,
1129,Maharishi Ayurveda Hospital,"Shalimar Bagh, Delhi",8.0,49.0
1130,Dr. Lal Hospital,"Badarpur, Delhi",13.0,10.0
1131,Apurbha Hospital,"Delhi, Delhi",5.0,7.0
1132,Shiva Krishna Hospital,"Sahibabad, Delhi",6.0,30.0
1133,Mahindru Hospital,"Delhi, Delhi",11.0,20.0
1134,Tirath Ram Hospital,"Delhi, Delhi",1.0,30.0
1135,Dr Poonam Chawla Maternity Home,"Vikas Puri, Delhi",2.0,5.0
1136,Rescue Hospital,"Dwarka, Delhi",1.0,
1137,Maheshwari Hospital,"Pitampura, Delhi",1.0,
1138,M D Eye Care & Laser Centre,"Greater Kailash Part 2, Delhi",4.0,7.0
1139,Springdales Hospital,"Rohini, Delhi",1.0,25.0
1140,Mahajan Children Hospital & Nursing Home,"Uttam Nagar, Delhi",1.0,8.0
1141,Sahdeo Hospital,"Delhi, Delhi",1.0,
1142,Aastha Hospital,"Delhi, Delhi",1.0,
1143,Care Medical Centre,"Pahar Ganj, Delhi",1.0,5.0
1144,Laxmi nursing Home,"Rohini, Delhi",1.0,20.0
1145,Dr. Batra's Diagnostic Centre at Neptune Hospital,"Malviya Nagar, Delhi",1.0,10.0
1146,Centre for Sight,"New Rajendra Nagar, Delhi",18.0,
